"volunteer_id","name","major_city","state","skills","availability"
931,"Delahoussaye, Andrea","Highland","NY","Assistive technology training, Walking and exercise assistance, Personal care assistance (dressing, bathing), Walking and exercise assistance, Grocery shopping assistance","Mon 9-12, Mon 9-12, Mon 9-12"
932,"Popoca Alcala, Laura","Fresno","CA","Music and entertainment (playing instruments, singing), Companionship (social outings, visits)","Mon 9-12, Mon 9-12, Mon 9-12"
933,"Berrelleza, Michael","Houston","TX","Financial management assistance (budgeting), Arts and crafts instruction","Mon 9-12, Tue 14-17, Mon 9-12"
934,"Spencer, Mitchell","Boons Camp","KY","Arts and crafts instruction, Respite care (for family caregivers), Housekeeping and cleaning","Mon 9-12, Tue 14-17"
935,"Vigil, Codie","New Gloucester","ME","Housekeeping and cleaning, Companionship (social outings, visits)","Mon 9-12, Mon 9-12"
936,"Soto-Carreon, Manuel","Roanoke","VA","Volunteer coordination, Running errands (post office, pharmacy), Arts and crafts instruction","Tue 14-17, Mon 9-12, Mon 9-12"
937,"Peluso, Jessica","San Rafael","CA","Grocery shopping assistance","Tue 14-17, Mon 9-12, Tue 14-17"
938,"el-Aboud, Taqiyya","Perkins","MI","Reading aloud (books, newspapers), Educational program development, Medication reminders (non-medical), Housekeeping and cleaning, Tech support (computers, phones, tablets), Tech support (computers, phones, tablets)","Tue 14-17, Mon 9-12, Mon 9-12"
939,"Abbott, Shinnosuke","New Haven","NY","Respite care (for family caregivers), Volunteer coordination, Fall prevention assistance, Fall prevention assistance, Tech support (computers, phones, tablets)","Mon 9-12, Tue 14-17"
940,"Nava, Travis","Twin Lakes","WI","Minor home repairs (plumbing, electrical)","Tue 14-17, Tue 14-17"
941,"Crazybear, Jenelle","Brandenburg","KY","Running errands (post office, pharmacy), Respite care (for family caregivers), Senior center activities organization, Volunteer coordination, Companionship (social outings, visits)","Mon 9-12, Tue 14-17"
942,"Bailey, Sharra","Dallas","TX","Fall prevention assistance, Playing games (cards, board games), Volunteer coordination, Playing games (cards, board games)","Mon 9-12, Mon 9-12"
943,"Tran, Syra","Buckfield","ME","Medication reminders (non-medical), Music and entertainment (playing instruments, singing)","Mon 9-12, Mon 9-12, Tue 14-17"
944,"Combs, Jakiyah","Dexter","MO","Fall prevention assistance, Financial management assistance (budgeting), Financial management assistance (budgeting), Running errands (post office, pharmacy), Home accessibility modifications, Grocery shopping assistance, Travel companionship","Tue 14-17, Mon 9-12"
945,"Ukockis, Olivia","Moore","ID","Minor home repairs (plumbing, electrical), Fall prevention assistance, Medication reminders (non-medical)","Tue 14-17, Mon 9-12"
946,"Cambonga, Steven","Webster","KY","Assistive technology training, Home accessibility modifications, Walking and exercise assistance, Meal preparation and cooking","Mon 9-12, Mon 9-12, Mon 9-12"
947,"Mcgee, Jasmine","Indianapolis","IN","Gardening and yard work, Travel companionship, Social event planning","Mon 9-12, Tue 14-17, Tue 14-17"
948,"Lawrence, Gemechu","Minonk","IL","Gardening and yard work, Volunteer coordination, Minor home repairs (plumbing, electrical), Assistive technology training, Mental wellness support (non-clinical)","Tue 14-17, Mon 9-12, Mon 9-12"
949,"Quintanilla, Brittany","Pleasant Unity","PA","Financial management assistance (budgeting), Companionship (social outings, visits), Companionship (social outings, visits), Transportation (driving, accompanying), Pet care (walking, feeding)","Mon 9-12, Tue 14-17, Mon 9-12"
950,"Rogers, Adil","Boynton Beach","FL","Music and entertainment (playing instruments, singing), Educational program development","Tue 14-17, Tue 14-17, Tue 14-17"
951,"Wojciechowski, Gunnar","West Columbia","WV","Meal preparation and cooking, Assistive technology training, Fall prevention assistance, Minor home repairs (plumbing, electrical), Music and entertainment (playing instruments, singing), Gardening and yard work, Home accessibility modifications","Mon 9-12, Tue 14-17, Tue 14-17"
952,"Peralta, Ashlee","Mount Sinai","NY","Home safety assessments, Companionship (social outings, visits)","Mon 9-12, Tue 14-17, Tue 14-17"
953,"el-Masih, Farha","Jefferson","CO","Senior center activities organization, Home safety assessments","Tue 14-17, Tue 14-17, Tue 14-17"
954,"Wilson, Isaac","Ashford","AL","Meal preparation and cooking, Mental wellness support (non-clinical), Companionship (social outings, visits), Tech support (computers, phones, tablets), Walking and exercise assistance, Home safety assessments, Social event planning, Volunteer coordination","Mon 9-12, Tue 14-17"
955,"Castillo, Kayla","Michigan City","IN","Legal assistance referrals, Mental wellness support (non-clinical), Music and entertainment (playing instruments, singing), Home accessibility modifications, Personal care assistance (dressing, bathing), Volunteer coordination, Legal assistance referrals, Housekeeping and cleaning","Tue 14-17, Mon 9-12, Mon 9-12"
956,"Hebert, Colin","Norwalk","CT","Music and entertainment (playing instruments, singing), Minor home repairs (plumbing, electrical), Educational program development, Financial management assistance (budgeting), Pet care (walking, feeding), Home accessibility modifications, Senior center activities organization, Running errands (post office, pharmacy)","Tue 14-17, Tue 14-17, Tue 14-17"
957,"Grumbach, Jacqueline","Sherman Oaks","CA","Home accessibility modifications, Grocery shopping assistance, Gardening and yard work, Pet care (walking, feeding), Assistive technology training, Home accessibility modifications","Mon 9-12, Tue 14-17, Mon 9-12"
958,"Peckham, Ryan","Mount Ida","AR","Financial management assistance (budgeting)","Mon 9-12, Tue 14-17"
959,"Garcia, Katya","Ellenton","GA","Arts and crafts instruction, Arts and crafts instruction, Educational program development","Mon 9-12, Tue 14-17"
960,"Mitchell, John","Wrangell","AK","Home accessibility modifications, Social event planning","Mon 9-12, Tue 14-17"
961,"al-Emami, Yaasmeen","Stamford","CT","Fall prevention assistance, Meal preparation and cooking, Walking and exercise assistance","Tue 14-17, Mon 9-12, Tue 14-17"
962,"Gessesse, Brandon","Scotland","CT","Personal care assistance (dressing, bathing), Tech support (computers, phones, tablets), Grocery shopping assistance, Walking and exercise assistance, Arts and crafts instruction, Medication reminders (non-medical)","Tue 14-17, Mon 9-12"
963,"Niko, Brandon","Malta","MT","Transportation (driving, accompanying), Walking and exercise assistance, Fall prevention assistance","Tue 14-17, Mon 9-12"
964,"Terrazas, Andre","Schenectady","NY","Gardening and yard work, Social event planning, Tech support (computers, phones, tablets), Minor home repairs (plumbing, electrical), Running errands (post office, pharmacy)","Mon 9-12, Tue 14-17"
965,"Dillard, Trevor","Semora","NC","Volunteer coordination, Fall prevention assistance, Housekeeping and cleaning","Mon 9-12, Mon 9-12, Tue 14-17"
966,"Mendez, Monica","Macedonia","OH","Legal assistance referrals, Companionship (social outings, visits), Home safety assessments, Medication reminders (non-medical), Housekeeping and cleaning","Mon 9-12, Mon 9-12"
967,"el-Rahman, Shaqeeq","Mojave","CA","Gardening and yard work, Respite care (for family caregivers), Transportation (driving, accompanying), Gardening and yard work, Senior center activities organization","Mon 9-12, Mon 9-12, Tue 14-17"
968,"Wright, Tasia","Otterville","MO","Home safety assessments, Music and entertainment (playing instruments, singing), Running errands (post office, pharmacy), Companionship (social outings, visits)","Mon 9-12, Mon 9-12, Mon 9-12"
969,"Walch, Bryce","Steedman","MO","Personal care assistance (dressing, bathing), Social event planning, Home accessibility modifications, Walking and exercise assistance, Home accessibility modifications","Mon 9-12, Mon 9-12"
970,"White, Cheyenne","Natrona Heights","PA","Walking and exercise assistance","Mon 9-12, Tue 14-17, Mon 9-12"
971,"Ray, Robert","Cheyenne","WY","Fall prevention assistance, Grocery shopping assistance","Mon 9-12, Mon 9-12, Tue 14-17"
972,"el-Ahmed, Aqeel","Alpine","TX","Reading aloud (books, newspapers)","Tue 14-17, Mon 9-12"
973,"al-Salim, Saleet","Pomona","MO","Senior center activities organization, Housekeeping and cleaning, Assistive technology training","Tue 14-17, Mon 9-12"
974,"al-Saad, Muslim","Sharon Center","OH","Home accessibility modifications, Transportation (driving, accompanying), Gardening and yard work, Companionship (social outings, visits), Travel companionship, Legal assistance referrals","Mon 9-12, Tue 14-17, Tue 14-17"
975,"al-Shabazz, Shamaail","San Juan","PR","Senior center activities organization, Pet care (walking, feeding), Travel companionship, Meal preparation and cooking, Senior center activities organization, Personal care assistance (dressing, bathing)","Mon 9-12, Mon 9-12"
976,"Lopez Villicana, Andrew","Gore","VA","Home accessibility modifications, Assistive technology training, Reading aloud (books, newspapers), Arts and crafts instruction, Gardening and yard work, Walking and exercise assistance, Social event planning","Mon 9-12, Tue 14-17, Tue 14-17"
977,"Okamatsu, Antonio","Kansas City","MO","Playing games (cards, board games), Financial management assistance (budgeting), Social event planning, Pet care (walking, feeding), Reading aloud (books, newspapers), Educational program development","Tue 14-17, Mon 9-12, Tue 14-17"
978,"Pennywell, Sapphire","Ketchum","ID","Minor home repairs (plumbing, electrical), Respite care (for family caregivers), Respite care (for family caregivers), Home safety assessments","Mon 9-12, Mon 9-12"
979,"Soto, Enrique","Jackson","MS","Financial management assistance (budgeting), Playing games (cards, board games), Medication reminders (non-medical), Senior center activities organization, Minor home repairs (plumbing, electrical)","Tue 14-17, Tue 14-17"
980,"Welch, Alysha","Dunn","TX","Walking and exercise assistance","Mon 9-12, Tue 14-17, Mon 9-12"
981,"el-Khalil, Razeen","Monroeville","AL","Minor home repairs (plumbing, electrical), Travel companionship, Social event planning, Home accessibility modifications, Minor home repairs (plumbing, electrical), Transportation (driving, accompanying), Home safety assessments","Mon 9-12, Tue 14-17, Mon 9-12"
982,"el-Hasan, Maajida","King","WI","Medication reminders (non-medical), Volunteer coordination, Reading aloud (books, newspapers), Tech support (computers, phones, tablets)","Mon 9-12, Mon 9-12"
983,"al-Masood, Zaaida","Blountsville","AL","Volunteer coordination","Mon 9-12, Tue 14-17, Tue 14-17"
984,"Mullins, Jared","Trivoli","IL","Fall prevention assistance, Companionship (social outings, visits), Financial management assistance (budgeting), Assistive technology training","Tue 14-17, Tue 14-17"
985,"Stuckey, Sydney","Des Plaines","IL","Companionship (social outings, visits), Medication reminders (non-medical), Pet care (walking, feeding)","Mon 9-12, Tue 14-17, Tue 14-17"
986,"Kim, Christina","Bronx","NY","Volunteer coordination, Companionship (social outings, visits), Transportation (driving, accompanying), Tech support (computers, phones, tablets), Home accessibility modifications, Running errands (post office, pharmacy), Meal preparation and cooking","Mon 9-12, Tue 14-17, Mon 9-12"
987,"al-Halim, Zaahira","Syracuse","NY","Educational program development, Medication reminders (non-medical), Respite care (for family caregivers), Minor home repairs (plumbing, electrical), Music and entertainment (playing instruments, singing), Housekeeping and cleaning, Home safety assessments, Gardening and yard work","Tue 14-17, Mon 9-12, Mon 9-12"
988,"Hasan-Watson, Jacob","Polacca","AZ","Financial management assistance (budgeting), Home safety assessments, Companionship (social outings, visits), Gardening and yard work, Arts and crafts instruction","Tue 14-17, Mon 9-12"
989,"al-Shahin, Tufail","John Day","OR","Medication reminders (non-medical)","Mon 9-12, Tue 14-17, Mon 9-12"
